dt,cos,sin,angle,angular_vel
102.78,-0.9879653214370524,-0.15467554311455226,3.296891689300537,3.7027273178100586
102.79,-0.9816434295150079,-0.1907253976008795,3.333493709564209,3.623223304748535
102.8,-0.9742062292900082,-0.22565952852149604,3.3692126274108887,3.527414321899414
102.81,-0.9657977800478059,-0.25929644821078784,3.403886318206787,3.4158544540405273
102.82000000000001,-0.9565786789009505,-0.29147423740720596,3.4373602867126465,3.2891762256622314
102.83,-0.9467220461537076,-0.32205180845096515,3.4694886207580566,3.148082733154297
102.84,-0.9364110156080191,-0.3509051294124357,3.5001301765441895,2.9933409690856934
102.85000000000001,-0.9258340637577074,-0.3779302665649966,3.5291523933410645,2.8257641792297363
102.86,-0.915180982977791,-0.4030431346590637,3.5564322471618652,2.646214246749878
102.87,-0.9046401682179648,-0.4261762147827732,3.5818543434143066,2.4555890560150146
102.88,-0.8943938849673557,-0.44728020136487195,3.6053147315979004,2.2548093795776367
102.89,-0.8846182628259142,-0.4663159112392175,3.6267142295837402,2.0448191165924072
102.9,-0.8754756131273191,-0.4832623002256069,3.645969867706299,1.8265705108642578
102.91,-0.8671181535186533,-0.4981025073600826,3.663001775741577,1.6010308265686035
102.92,-0.8596817096104031,-0.5108300677929349,3.6777427196502686,1.3691707849502563
102.93,-0.8532861334981554,-0.5214429732768179,3.690133810043335,1.1319612264633179
102.94,-0.8480320378083901,-0.5299449620956398,3.7001283168792725,0.8903728127479553
102.95,-0.8440017059812275,-0.5363404891491763,3.7076878547668457,0.64537513256073
102.96000000000001,-0.8412593945513368,-0.5406316963322796,3.712780475616455,0.39793527126312256
102.97,-0.8398448522267385,-0.5428265138957821,3.7153916358947754,0.149018794298172
102.98,-0.8397806540711626,-0.5429258264697031,3.7155098915100098,-0.10030274093151093
102.99000000000001,-0.8410665116696743,-0.5409317174540662,3.713137149810791,-0.3490679860115051
103.0,-0.8436818722319968,-0.5368434580649305,3.7082839012145996,-0.5964253544807434
103.01,-0.8475861060795093,-0.5306578867603635,3.7009692192077637,-0.8414130806922913
103.02,-0.8527178506068073,-0.5223717711137411,3.691222667694092,-1.0830683708190918
103.03,-0.8589970808733294,-0.511980483076356,3.679081439971924,-1.3204267024993896
103.04,-0.866323400838964,-0.4994834983848933,3.664595127105713,-1.55252206325531
103.05,-0.8745790932364723,-0.484882882430046,3.6478219032287598,-1.7783892154693604
103.06,-0.8836294634889594,-0.46818689778144545,3.6288304328918457,-1.9970663785934448
103.07000000000001,-0.8933270878079028,-0.4494070695801874,3.607694149017334,-2.207594871520996
103.08,-0.9035087404807179,-0.42856966280284775,3.5845017433166504,-2.409024953842163
103.09,-0.914001296689072,-0.40571126389428097,3.559349536895752,-2.6004199981689453
103.10000000000001,-0.9246237421066906,-0.3808817868218695,3.5323424339294434,-2.7808644771575928
103.11,-0.9351889415805786,-0.3541491826129169,3.503596782684326,-2.9494717121124268
103.12,-0.9455096884615775,-0.32559396343496716,3.4732325077056885,-3.1053853034973145
103.13,-0.9553985293792173,-0.2953195727682622,3.441382646560669,-3.247792959213257
103.14,-0.964673409340566,-0.26344869199001325,3.4081881046295166,-3.3759326934814453
103.15,-0.9731622154762338,-0.2301201911379969,3.373793840408325,-3.4891045093536377
103.16,-0.9807051625836418,-0.1954926701485062,3.3383524417877197,-3.5866754055023193
103.17,-0.9871582977190931,-0.15974509458616343,3.302025079727173,-3.668086528778076
103.18,-0.9923981581143589,-0.12306866283188309,3.2649741172790527,-3.7328665256500244
103.19,-0.9963234173758758,-0.08567174556676407,3.227369546890259,-3.780637741088867
103.2,-0.9988583597988612,-0.04777004354120688,3.1893808841705322,-3.8111186027526855
103.21000000000001,-0.9999540003160892,-0.009591519788370263,3.151184320449829,-3.824125051498413
103.22,-0.9995899799228963,0.028633407721465404,3.112955331802368,-3.8195855617523193
103.23,-0.9977746382967657,0.06667661637904596,3.074866533279419,-3.7975289821624756
103.24000000000001,-0.9945448702379014,0.10430964041485277,3.037092924118042,-3.7580904960632324
103.25,-0.9899655283966275,0.14130906760143153,2.9998090267181396,-3.701509952545166
103.26,-0.9841275352332209,0.1774626563415116,2.9631850719451904,-3.6281251907348633
103.27,-0.977145152089285,0.21257316798789075,2.927385091781616,-3.5383687019348145
103.28,-0.9691535866338012,0.24645755317059978,2.8925693035125732,-3.4327638149261475
103.29,-0.9603064481338971,0.27894717362335625,2.8588950634002686,-3.31191349029541
103.3,-0.9507702363222277,0.3098966887912412,2.8265082836151123,-3.176490545272827
103.31,-0.9407230027013012,0.33917581309499034,2.7955520153045654,-3.0272347927093506
103.32000000000001,-0.9303493321087762,0.3666744063126768,2.766160726547241,-2.864938497543335
103.33,-0.919837056550334,0.39230063649810426,2.7384612560272217,-2.690441131591797
103.34,-0.9093727227050324,0.41598227269925353,2.7125699520111084,-2.5046226978302
103.35000000000001,-0.899138581297947,0.4376640396714301,2.688593626022339,-2.308391571044922
103.36,-0.8893113409401641,0.4573022401817066,2.666633367538452,-2.10267972946167
103.37,-0.880056677578061,0.47486866000007283,2.646777868270874,-1.8884283304214478
103.38,-0.8715289570290734,0.49034403948637484,2.629108190536499,-1.6665958166122437
103.39,-0.8638669611948326,0.5037200346978522,2.6136929988861084,-1.438147783279419
103.4,-0.8571954464346839,0.5149912296453629,2.600595235824585,-1.2040503025054932
103.41,-0.8516194618067512,0.5241605596303288,2.5898635387420654,-0.9652686715126038
